Codigo;descricao;TotTam;codigo2;cabecalho;corpo;Peso;EstMinGrade;Deposito;EstMaxGrade;Desc_Local;DescCol;Local;cor;Descor;Faixa;PrecoIten_Valor;qual;qtde;Minimo;CodSped;Dt_Entrada;preco;preco_com;Custo;DescDep;Desc_Malha;Desc_Fio;Desc_Gramatura;Col;Uni_Venda;Desc_Composicao;Ordem;Combinacoes;Grupo;DescGrupo;CodCre;Nome;Marca;Ciclo_Padrao;SalPed;Preco_Medio;Cli_Prod;DescMarca;Custo_Tot_Mat;CodFis;Qtde_Compra;NCM;Lote;descricao2;Barra;Dias;LInha;Desc_Linha;Etiqueta;Desc_etiqueta;Calibre;Calibre_Obs;Cubagem;Desc_Sped;Gramatura;Fio;Malha;Composicao;Unidade;Largura;Sexo;Enderecamento;Rendimento;Ativo;Ciclo;Gramatura_Prod;TotPed;Qualidade;Dt_Fab;Dt_Val;Pantone;Nome_Prod;Tam1;Tam2;Tam3;Tam4;Tam5;Tam6;Tam7;Tam8;Tam9;Tam10;Tam11;Tam12;Tam13;Tam14;Tam15;Tam16;Tam17;Qtd1;Qtd2;Qtd3;Qtd4;Qtd5;Qtd6;Qtd7;Qtd8;Qtd9;Qtd10;Qtd11;Qtd12;Qtd13;Qtd14;Qtd15;Qtd16;Qtd17
"1555";"FIO DE FIBRAS NATURAIS DESCONTINUAS (EXCETO LINHAS PARA COSTURAR), NAO ACONDICIONADO PARA VENDA A RE";"2544                                                           ";"";"       0                                                                                                                                                                                                                                                  ";"2544                                                                                                                                                                                                                                                      ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"CODIGOS P NOTAS FISCAIS";"";"900";"CRU";"00";0;"1";2544;0;"04";16/12/2025;0;0;21,6866;"COMPOSE - COLECAO ATUAL";"";"";"";"0000";"KG";"";0;"";"00";"COD P/ NF";"";"";"01";0;"";21,6866;"";"DIVERSOS";0;"010";0;"52052310";"000000";"TALHO, 100% ALGODAO, PENTEADO, COMPACTADO, FIADO EM RING, FIO SIMPLES, CRU, PARAFINADO, ACONDICIONAD";"";99;"00";"AVULSO";"000.";"OUTROS";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"KG";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2544;;;;;;;;;;;;;;;;
"01.020.0050";"CAMISOLA REGATA (VIVA)";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO LOVE LOVE PRIMAVERA/VERAO/INVERNO 2022";"";"001";"BRANCO";"02";0;"1";1;0;"04";11/03/2025;46,1;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"028";"UN";"";1;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 x 23";"1234567992969";379;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"UN";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";11/03/2025;11/03/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.020.0050";"CAMISOLA REGATA (VIVA)";"  5       5       5                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  4                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO LOVE LOVE PRIMAVERA/VERAO/INVERNO 2022";"";"002";"BEGE";"02";0;"1";4;0;"04";31/01/2025;46,1;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"028";"UN";"";2;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 x 23";"1234567993010";418;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"UN";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;;;;;;;;;;;;
"01.020.0059";"CAMISOLA REGATA (BLESSED)";"                                  1                         ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                                  1                                                                                                                                                                                                                       ";0;"                                  0                                                                                                                                                                                                                       ";"0001";"                                  0                                                                                                                                                                                                                       ";"";"COLECAO SONHOS VERAO/ INVERNO 2023";"";"085";"CORACOES";"02";0;"1";1;0;"04";11/03/2025;46,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"030";"CJ";"";3;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 x 23";"1234568004197";379;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";11/03/2025;11/03/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;1;;;;;;;;;;;;
"01.020.0061";"CAMISOLA REGATA (DREAMS)";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO CORES E SABORES PRIMAVERA 2023";"";"195";"CORACOES COLORIDOS";"02";0;"1";1;0;"04";30/01/2025;46,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"031";"PC";"";4;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568008904";419;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";30/01/2025;30/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.020.0067";"CAMISOLA REGATA";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO NATUREZA ALTO VERAO / INVERNO 2024";"";"182";"GATINHOS";"02";0;"1";1;0;"04";30/01/2025;49,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"032";"PC";"";5;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 x 23";"1234568015957";419;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";30/01/2025;30/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.020.0070";"CAMISOLA REGATA (AP TEMPO DE VOAR)";"  2       2       2                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  2                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"243";"BORBOLETAS";"02";0;"1";2;0;"04";30/01/2025;49,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"PC";"";6;"";"01.";"ADULTO FEMININO";"";"";"01";0;"";0,0001;"";"DIVERSOS";0;"004";0;"61083100";"000000";"23 X 23";"1234568023204";419;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";30/01/2025;30/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;;;;;;;;;;;;
"01.020.0077";"CAMISOLA REGATA";" 10      10      10                                              ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 10                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"242";"LISTRA SLEEP";"02";0;"1";10;0;"04";06/02/2025;49,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"PC";"";7;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568024133";412;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";30/01/2025;30/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";10;0;0;0;0;;;;;;;;;;;;
"01.020.0078";"CAMISOLA REGATA";" 11      11      11                                              ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 11                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"261";"MEOW ROSA";"02";0;"1";11;0;"";25/03/2025;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"PC";"";8;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568034095";365;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";25/03/2025;25/03/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";11;0;0;0;0;;;;;;;;;;;;
"01.020.0079";"CAMISOLA REGATA (AMOR EM ABRACOS)";"  7      20      25                                             ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  7      13       5                                                                                                                                                                                                                                       ";0;"  0       0       0                                                                                                                                                                                                                                       ";"0001";"  0       0       0                                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"204";"CARACOES BC";"02";0;"1";25;0;"04";23/01/2026;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"PC";"";9;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568031650";61;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";7;13;5;0;0;;;;;;;;;;;;
"01.020.0080";"CAMISOLA REGATA";"  2       2       3       1                                    ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  2               1       1                                                                                                                                                                                                                               ";0;"  0               0       0                                                                                                                                                                                                                               ";"0001";"  0               0       0                                                                                                                                                                                                                               ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"307";"DIVERTIDA";"02";0;"1";4;0;"04";02/09/2025;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"PC";"";10;"";"01.";"ADULTO FEMININO";"";"";"01";0;"";0;"";"DIVERSOS";0;"004";0;"61083100";"000000";"23 X 23";"1234568031094";204;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";2;0;1;1;0;;;;;;;;;;;;
"01.020.0081";"CAMISOLA REGATA";"  9       9       9       1                                    ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  9                       1                                                                                                                                                                                                                               ";0;"  0                       0                                                                                                                                                                                                                               ";"0001";"  0                       0                                                                                                                                                                                                                               ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"195";"CORACOES COLORIDOS";"02";0;"1";10;0;"04";16/10/2025;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"PC";"";11;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568030370";160;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";9;0;0;1;0;;;;;;;;;;;;
"01.020.0084";"CAMISOLA REGATA (APLIQUE BONJOUR)";"  8       8       8       1                                    ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  8                       1                                                                                                                                                                                                                               ";0;"  0                       0                                                                                                                                                                                                                               ";"0001";"  0                       0                                                                                                                                                                                                                               ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"278";"CORACOES AMARELO";"02";0;"1";9;0;"";08/01/2026;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"PC";"";12;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568039403";76;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";8;0;0;1;0;;;;;;;;;;;;
"01.020.0085";"CAMISOLA REGATA";" 16      27      28      10      10                                  ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 16      11       1      10      10                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"277";"PETIT POA";"02";0;"1";48;0;"";08/01/2026;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"PC";"";13;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568038321";76;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";16;11;1;10;10;;;;;;;;;;;;
"01.020.0086";"CAMISOLA REGATA";" 12      22      28       9       7                                ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 12      10       6       9       7                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"279";"GELATO";"02";0;"1";44;0;"";16/02/2026;53,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"PC";"";14;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"23 X 23";"1234568038710";37;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";12;10;6;9;7;;;;;;;;;;;;
"01.020.1005";"CAMISOLA REGATA";"  3       3       3                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  3                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO NATUREZA ALTO VERAO / INVERNO 2024";"";"237";"LETRA DIVERTIDA";"02";0;"1";3;0;"04";30/01/2025;49,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"032";"PC";"";15;"";"01.";"ADULTO FEMININO";"";"";"01";0;"";0;"";"DIVERSOS";0;"004";0;"61083100";"000000";"23 X 23";"1234568031254";419;"00";"AVULSO";"020.";"CAMISOLA REGATA / PJ REG. MACHAO";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/01/2025;30/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";3;0;0;0;0;;;;;;;;;;;;
"01.040.0038";"CAMISAO MC (SUMMER)";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO LIBERDADE PRIMAVERA/VERAO 2020";"";"001";"BRANCO";"02";0;"1";1;0;"04";31/01/2025;41,9;0;8,38;"COMPOSE - COLECAO ATUAL";"";"";"";"026";"UN";"";16;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";17,8075;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234567966359";418;"0";"KIT";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"UN";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.040.0040";"CAMISAO MC (MAQUINA)";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO LIBERDADE PRIMAVERA/VERAO 2020";"";"002";"BEGE";"02";0;"1";1;0;"04";31/01/2025;41,9;0;8,38;"COMPOSE - COLECAO ATUAL";"";"";"";"026";"UN";"";17;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";15,3633;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234567966595";418;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"UN";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.040.0043";"CAMISAO MC (JARDIM)";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO DOCE FRUTO ALTO VERAO/INVERNO 2021";"";"0";"UNICA";"02";0;"1";1;0;"04";31/01/2025;43,9;0;8,78;"COMPOSE - COLECAO ATUAL";"";"";"";"027";"UN";"";18;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";15,6485;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234567975672";418;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"UN";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.040.0076";"CAMISAO MC";" 12      12      12                                              ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 12                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"085";"CORACOES";"02";0;"1";12;0;"04";31/01/2025;51,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"PC";"";19;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568023563";418;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";12;0;0;0;0;;;;;;;;;;;;
"01.040.0079";"CAMISAO MC";" 26      26      26                                              ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 26                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"241";"MORANGOS";"02";0;"1";26;0;"04";31/01/2025;51,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"PC";"";20;"";"01.";"ADULTO FEMININO";"";"";"01";0;"";0,0001;"";"DIVERSOS";0;"004";0;"61083100";"000000";"26 X 26";"1234568024294";418;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";26;0;0;0;0;;;;;;;;;;;;
"01.040.0080";"CAMISAO MC (AP TEMPO DE VOAR)";"  7       7       8                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  7               1                                                                                                                                                                                                                                       ";0;"  0               0                                                                                                                                                                                                                                       ";"0001";"  0               0                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"243";"BORBOLETAS";"02";0;"1";8;0;"04";31/01/2025;51,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"PC";"";21;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568024355";418;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";7;0;1;0;0;;;;;;;;;;;;
"01.040.0081";"CAMISAO MC";"  2       2       2                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  2                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"242";"LISTRA SLEEP";"02";0;"1";2;0;"04";31/01/2025;51,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"PC";"";22;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568024188";418;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";31/01/2025;31/01/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;;;;;;;;;;;;
"01.040.0083";"CAMISAO MC (AMOR EM ABRACOS)";"         15      28                                            ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"         15      13                                                                                                                                                                                                                                       ";0;"          0       0                                                                                                                                                                                                                                       ";"0001";"          0       0                                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"204";"CARACOES BC";"02";0;"1";28;0;"04";23/01/2026;55,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"PC";"";23;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568031735";61;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;15;13;0;0;;;;;;;;;;;;
"01.040.0084";"CAMISAO MC";" 11      11      11                                              ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 11                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"261";"MEOW ROSA";"02";0;"1";11;0;"";12/02/2025;55,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"PC";"";24;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568033142";406;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";12/02/2025;12/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";11;0;0;0;0;;;;;;;;;;;;
"01.040.0088";"CAMISAO MC";"  7      16      30       6                                      ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  7       9      14       6                                                                                                                                                                                                                               ";0;"  0       0       0       0                                                                                                                                                                                                                               ";"0001";"  0       0       0       0                                                                                                                                                                                                                               ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"279";"GELATO";"02";0;"1";36;0;"";25/02/2026;55,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"PC";"";25;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568038741";28;"00";"AVULSO";"040.";"CAMISAO / MC - BERMUDA ";"";"";"0";"";"";"";"";"";"PC";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";7;9;14;6;0;;;;;;;;;;;;
