Codigo;descricao;TotTam;codigo2;cabecalho;corpo;Peso;EstMinGrade;Deposito;EstMaxGrade;Desc_Local;DescCol;Local;cor;Descor;Faixa;PrecoIten_Valor;qual;qtde;Minimo;CodSped;Dt_Entrada;preco;preco_com;Custo;DescDep;Desc_Malha;Desc_Fio;Desc_Gramatura;Col;Uni_Venda;Desc_Composicao;Ordem;Combinacoes;Grupo;DescGrupo;CodCre;Nome;Marca;Ciclo_Padrao;SalPed;Preco_Medio;Cli_Prod;DescMarca;Custo_Tot_Mat;CodFis;Qtde_Compra;NCM;Lote;descricao2;Barra;Dias;LInha;Desc_Linha;Etiqueta;Desc_etiqueta;Calibre;Calibre_Obs;Cubagem;Desc_Sped;Gramatura;Fio;Malha;Composicao;Unidade;Largura;Sexo;Enderecamento;Rendimento;Ativo;Ciclo;Gramatura_Prod;TotPed;Qualidade;Dt_Fab;Dt_Val;Pantone;Nome_Prod;Tam1;Tam2;Tam3;Tam4;Tam5;Tam6;Tam7;Tam8;Tam9;Tam10;Tam11;Tam12;Tam13;Tam14;Tam15;Tam16;Tam17;Qtd1;Qtd2;Qtd3;Qtd4;Qtd5;Qtd6;Qtd7;Qtd8;Qtd9;Qtd10;Qtd11;Qtd12;Qtd13;Qtd14;Qtd15;Qtd16;Qtd17
"01.090.0205";"PJ MC - SHORT C/BOLSO (AP GOOD)";"          1       1       1       2                            ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"          1               1       2                                                                                                                                                                                                                       ";0;"          0               0       0                                                                                                                                                                                                                       ";"0001";"          0               0       0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"250";"AMORA";"02";0;"1";4;0;"04";15/08/2025;71,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";112;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568024850";222;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";07/02/2025;07/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;1;2;;;;;;;;;;;;
"01.090.0206";"PJ MC - SHORT C/BOLSO (SWEET)";"                                  5                         ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                                  5                                                                                                                                                                                                                       ";0;"                                  0                                                                                                                                                                                                                       ";"0001";"                                  0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"001";"BRANCO";"02";0;"1";5;0;"04";07/02/2025;71,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";113;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568025451";411;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";07/02/2025;07/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;5;;;;;;;;;;;;
"01.090.0209";"PJ MC - BERMUDA C/BOLSO";" 14      15      15               4                               ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 14       1                       4                                                                                                                                                                                                                       ";0;"  0       0                       0                                                                                                                                                                                                                       ";"0001";"  0       0                       0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"085";"CORACOES";"02";0;"1";19;0;"04";07/02/2025;74,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";114;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568028353";411;"02.1";"BERMUDA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";07/02/2025;07/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";14;1;0;0;4;;;;;;;;;;;;
"01.090.0210";"PJ MC - BERMUDA C/BOLSO (AP LETS FLY)";" 12      16      16       1       6                                ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 12       4               1       6                                                                                                                                                                                                                       ";0;"  0       0               0       0                                                                                                                                                                                                                       ";"0001";"  0       0               0       0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"249";"LARANJA";"02";0;"1";23;0;"04";10/02/2025;74,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";115;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568025130";408;"02.1";"BERMUDA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";10/02/2025;10/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";12;4;0;1;6;;;;;;;;;;;;
"01.090.0211";"PJ MC - BERMUDA C/BOLSO (AP GOOD)";"  7      12      12              23                               ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  7       5                      23                                                                                                                                                                                                                       ";0;"  0       0                       0                                                                                                                                                                                                                       ";"0001";"  0       0                       0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"250";"AMORA";"02";0;"1";35;0;"04";07/02/2025;80,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";116;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568028025";411;"02.1";"BERMUDA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";07/02/2025;07/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";7;5;0;0;23;;;;;;;;;;;;
"01.090.0212";"PJ MC - CORSARIO C/BOLSO (AP TEMPO DE VOAR)";"  1       1       1                                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  1                                                                                                                                                                                                                                                       ";0;"  0                                                                                                                                                                                                                                                       ";"0001";"  0                                                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"243";"BORBOLETAS";"02";0;"1";1;0;"04";10/02/2025;78,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";117;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568027295";408;"03.1";"CORSARIO C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";10/02/2025;10/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;;;;;;;;;;;;
"01.090.0213";"PJ MC - CORSARIO C/BOLSO (AP GOOD)";"  5       5       5              14                             ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  5                              14                                                                                                                                                                                                                       ";0;"  0                               0                                                                                                                                                                                                                       ";"0001";"  0                               0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"250";"AMORA";"02";0;"1";19;0;"04";10/02/2025;78,9;0;0,0001;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";118;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0001;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568025215";408;"03.1";"CORSARIO C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";10/02/2025;10/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;14;;;;;;;;;;;;
"01.090.0214";"PJ MC - CALCA C/BOLSO (AP LETS FLY)";"  2       2       2       5      14                              ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  2                       5      14                                                                                                                                                                                                                       ";0;"  0                       0       0                                                                                                                                                                                                                       ";"0001";"  0                       0       0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"249";"LARANJA";"02";0;"1";21;0;"04";10/02/2025;84,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";119;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568025222";408;"04.1";"CALCA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";10/02/2025;10/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;5;14;;;;;;;;;;;;
"01.090.0215";"PJ MC - CALCA C/BOLSO";"                                 11                          ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                                 11                                                                                                                                                                                                                       ";0;"                                  0                                                                                                                                                                                                                       ";"0001";"                                  0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"085";"CORACOES";"02";0;"1";11;0;"04";10/02/2025;84,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";120;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568028032";408;"03.1";"CORSARIO C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";10/02/2025;10/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;11;;;;;;;;;;;;
"01.090.0216";"PJ MC - CALCA C/BOLSO (AP LISTRA SLEEP)";"                          8       5                          ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                          8       5                                                                                                                                                                                                                       ";0;"                          0       0                                                                                                                                                                                                                       ";"0001";"                          0       0                                                                                                                                                                                                                       ";"";"COLECAO VIDA LEVE PRIMAVERA 2024";"";"250";"AMORA";"02";0;"1";13;0;"04";10/02/2025;84,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"033";"CJ";"";121;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568025710";408;"04.1";"CALCA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"F";"000000";0;"S";0;0;;"PRIMEIRA";10/02/2025;10/02/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;8;5;;;;;;;;;;;;
"01.090.0217";"PJ MC - SHORT C/BOLSO";"          1       1      18       6                             ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"          1              18       6                                                                                                                                                                                                                       ";0;"          0               0       0                                                                                                                                                                                                                       ";"0001";"          0               0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"260";"GATINHOS BC";"02";0;"1";25;0;"";27/01/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";122;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568032190";57;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;18;6;;;;;;;;;;;;
"01.090.0218";"PJ MC - SHORT C/BOLSO (AMOR EM ABRACOS)";"  9       9      15       1                                     ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  9               6       1                                                                                                                                                                                                                               ";0;"  0               0       0                                                                                                                                                                                                                               ";"0001";"  0               0       0                                                                                                                                                                                                                               ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"183";"CORACOES ROSA";"02";0;"1";16;0;"04";04/02/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";123;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568031520";49;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";9;0;6;1;0;;;;;;;;;;;;
"01.090.0220";"PJ MC - SHORT C/BOLSO (MEOW AZUL)";" 15      37      42      37      11                                  ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 15      22       5      37      11                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"199";"ROSE MALTA";"02";0;"1";90;0;"";10/03/2026;77,9;0;0,0006;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";124;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,0002;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568032954";15;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";15;22;5;37;11;;;;;;;;;;;;
"01.090.0222";"PJ MC - SHORT C/BOLSO";"                                 31                          ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                                 31                                                                                                                                                                                                                       ";0;"                                  0                                                                                                                                                                                                                       ";"0001";"                                  0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"195";"CORACOES COLORIDOS";"02";0;"1";31;0;"04";08/04/2025;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";125;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568030745";351;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"PRODUTO ACABADO";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";08/04/2025;08/04/2025;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;31;;;;;;;;;;;;
"01.090.0223";"PJ MC - SHORT C/BOLSO (LOVELY)";"                  2      23       7                            ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                  2      23       7                                                                                                                                                                                                                       ";0;"                  0       0       0                                                                                                                                                                                                                       ";"0001";"                  0       0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"001";"BRANCO";"02";0;"1";32;0;"";02/09/2025;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";126;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568034422";204;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;23;7;;;;;;;;;;;;
"01.090.0224";"PJ MC - SHORT C/BOLSO";"          8      26      26      27                               ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"          8      18      26      27                                                                                                                                                                                                                       ";0;"          0       0       0       0                                                                                                                                                                                                                       ";"0001";"          0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"261";"MEOW ROSA";"02";0;"1";79;0;"";25/03/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";127;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568037461";0;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;8;18;26;27;;;;;;;;;;;;
"01.090.0225";"PJ MC - BERMUDA C/BOLSO (AMOR EM ABRACOS)";" 17      25      40      19      32                                  ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 17       8      15      19      32                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"183";"CORACOES ROSA";"02";0;"1";91;0;"";02/03/2026;80,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";128;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568033180";23;"02.1";"BERMUDA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";17;8;15;19;32;;;;;;;;;;;;
"01.090.0226";"PJ MC - BERMUDA C/BOLSO";"  8      15      17       7       7                               ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  8       7       2       7       7                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"261";"MEOW ROSA";"02";0;"1";31;0;"";23/07/2025;80,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";129;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568034323";245;"02.1";"BERMUDA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";8;7;2;7;7;;;;;;;;;;;;
"01.090.0227";"PJ MC - CORSARIO C/BOLSO (AMOR EM ABRACOS)";" 20      29      32       4       4                                ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 20       9       3       4       4                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"183";"CORACOES ROSA";"02";0;"1";40;0;"";27/01/2026;84,9;0;0,687;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";130;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0,1756;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568033807";57;"03.1";"CORSARIO C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";20;9;3;4;4;;;;;;;;;;;;
"01.090.0228";"PJ MC - CALCA C/BOLSO (LOVELY)";"                          1      12                           ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"                          1      12                                                                                                                                                                                                                       ";0;"                          0       0                                                                                                                                                                                                                       ";"0001";"                          0       0                                                                                                                                                                                                                       ";"";"COLECAO ACONCHEGO ALTO VERAO / INVERNO 2025";"";"001";"BRANCO";"02";0;"1";13;0;"";06/05/2025;91,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"034";"CJ";"";131;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568034996";323;"04.1";"CALCA C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;1;12;;;;;;;;;;;;
"01.090.0230";"PJ MC - SHORT C/BOLSO (APLIQUE PETIT POA)";"  8       8       8      26      18                               ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  8                      26      18                                                                                                                                                                                                                       ";0;"  0                       0       0                                                                                                                                                                                                                       ";"0001";"  0                       0       0                                                                                                                                                                                                                       ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"312";"VERDE OLIVA";"02";0;"1";52;0;"";13/03/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"CJ";"";132;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568041987";12;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";8;0;0;26;18;;;;;;;;;;;;
"01.090.0232";"PJ MC - SHORT C/BOLSO (APLIQUE HUMMM)";"  8      11      26      17       7                                ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";"  8       3      15      17       7                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"305";"CACAU";"02";0;"1";50;0;"";13/03/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"CJ";"";133;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568042373";12;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";8;3;15;17;7;;;;;;;;;;;;
"01.090.0233";"PJ MC - SHORT C/BOLSO (APLIQUE MY DREAM)";" 12      18      33      24      15                                  ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 12       6      15      24      15                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"303";"PAPAYA";"02";0;"1";72;0;"";12/01/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"CJ";"";134;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568040331";72;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";12;6;15;24;15;;;;;;;;;;;;
"01.090.0239";"PJ MC - SHORT C/BOLSO";" 13      19      28       7      29                                 ";"";"       P       M       G      GG      EX                                                                                                                                                                                                                  ";" 13       6       9       7      29                                                                                                                                                                                                                       ";0;"  0       0       0       0       0                                                                                                                                                                                                                       ";"0001";"  0       0       0       0       0                                                                                                                                                                                                                       ";"";"COLECAO PETIT POA PRIMAVERA 2025.";"";"277";"PETIT POA";"02";0;"1";64;0;"";12/01/2026;77,9;0;0;"COMPOSE - COLECAO ATUAL";"";"";"";"035";"CJ";"";135;"";"01.";"ADULTO FEMININO";"";"";"001";0;"";0;"";"COMPOSE D'AMOUR";0;"004";0;"61083100";"000000";"26 X 26";"1234568042731";72;"01.2";"SHORT C/BOLSO";"090.";"PJ M.C. - SHORT / BERMUDA / CORSARIO / CALCA";"";"";"0";"";"";"";"";"";"CJ";0;"M";"000000";0;"S";0;0;;"PRIMEIRA";30/12/1899;30/12/1899;"";"";"P";"M";"G";"GG";"EX";"";"";"";"";"";"";"";"";"";"";"";"";13;6;9;7;29;;;;;;;;;;;;
